event_id,user_id,timestamp,action_type,item_id,product_type,eco_score,refurbished,delivery_type,used_green_toggle,session_id
3029,47,2024-12-02 08:20:34,view,75,Water Purifier,140.08,0,instant,0,session_47_39
3030,499,2025-01-03 22:39:00,view,4685,Television,296.58,0,instant,0,session_499_37
3031,302,2025-04-01 14:33:27,delayed_delivery,4101,Geyser,127.97,0,delayed,1,session_302_85
3032,263,2024-11-15 06:07:34,view,1684,Water Purifier,182.69,0,instant,1,session_263_48
3033,204,2025-06-04 22:39:07,refurbished_purchase,1252,Refrigerator,138.48,1,instant,1,session_204_67
3034,3,2024-03-14 16:46:10,green_toggle,3708,Fans,103.34,0,instant,1,session_3_37
3035,296,2024-11-25 13:43:01,normal_purchase,4003,Television,192.8,0,instant,0,session_296_89
3036,144,2024-03-10 03:36:38,view,3438,Television,195.05,0,instant,0,session_144_67
3037,431,2024-02-27 01:35:52,green_toggle,112,Fans,54.97,0,instant,1,session_431_77
3038,291,2024-04-11 09:33:57,normal_purchase,4560,Washing Machine,315.62,0,instant,0,session_291_58
3039,89,2024-12-15 09:11:08,view,3087,Refrigerator,309.12,1,delayed,0,session_89_9
3040,23,2024-10-28 21:08:33,view,748,Fans,109.0,1,delayed,0,session_23_85
3041,279,2024-07-01 03:39:08,view,2443,Television,162.28,0,instant,1,session_279_51
3042,91,2024-10-18 09:08:51,view,2381,Water Purifier,108.65,0,delayed,0,session_91_66
3043,303,2024-08-24 14:09:42,view,155,Mixer Grinder,121.3,1,delayed,0,session_303_84
3044,170,2025-04-08 05:17:49,green_toggle,210,Cooler,151.65,0,delayed,1,session_170_12
3045,49,2025-04-24 00:37:53,view,3193,Washing Machine,309.47,1,instant,1,session_49_27
3046,157,2024-07-23 20:18:01,view,4665,Refrigerator,380.64,0,instant,0,session_157_96
3047,424,2024-01-29 22:33:31,view,1422,Television,275.27,0,instant,0,session_424_18
3048,428,2024-12-05 21:44:30,view,3880,Mixer Grinder,90.06,0,instant,0,session_428_10
3049,213,2024-03-04 01:03:38,view,3398,Mixer Grinder,64.36,0,instant,0,session_213_35
3050,429,2024-10-15 01:36:31,view,1120,Cooler,194.31,1,instant,1,session_429_30
3051,151,2025-06-15 09:34:43,view,4174,Water Purifier,190.52,0,instant,1,session_151_72
3052,107,2024-12-28 11:14:05,green_toggle,1943,Television,169.6,0,instant,1,session_107_34
3053,380,2024-10-03 16:08:09,delayed_delivery,4013,Television,91.56,1,delayed,1,session_380_33
3054,392,2024-10-08 15:32:48,refurbished_purchase,3833,Fans,19.51,1,instant,1,session_392_16
3055,423,2024-10-20 08:44:17,green_toggle,1518,Air Conditioner,266.5,0,instant,1,session_423_24
3056,200,2025-01-30 07:39:51,normal_purchase,4936,Refrigerator,270.29,1,instant,0,session_200_18
3057,285,2024-09-18 23:26:06,delayed_delivery,4462,Washing Machine,167.25,0,delayed,1,session_285_26
3058,197,2024-01-23 23:57:30,normal_purchase,4196,Mixer Grinder,159.03,0,delayed,0,session_197_50
3059,309,2024-01-22 21:28:29,view,4679,Refrigerator,377.73,0,instant,0,session_309_83
3060,61,2025-01-15 22:50:54,refurbished_purchase,610,Mixer Grinder,19.03,1,instant,1,session_61_62
3061,5,2024-04-25 06:17:45,normal_purchase,797,Television,168.64,1,instant,1,session_5_3
3062,242,2024-09-14 23:50:13,view,302,Mixer Grinder,128.67,0,instant,1,session_242_65
3063,283,2024-11-12 19:30:37,refurbished_purchase,1615,Gas Stove,44.85,1,instant,1,session_283_97
3064,356,2024-03-22 12:09:54,view,2207,Washing Machine,299.95,1,instant,0,session_356_83
3065,491,2025-05-19 08:07:10,green_toggle,190,Television,122.27,0,delayed,1,session_491_3
3066,190,2025-02-17 15:19:02,refurbished_purchase,663,Geyser,52.87,1,instant,1,session_190_19
3067,210,2024-07-03 10:23:14,view,2954,Fans,80.31,0,instant,0,session_210_45
3068,179,2024-02-17 01:57:13,view,2348,Refrigerator,393.53,0,instant,0,session_179_96
3069,132,2025-02-07 06:58:58,view,1583,Gas Stove,174.23,0,instant,0,session_132_31
3070,493,2024-04-07 23:25:50,green_toggle,4188,Mixer Grinder,56.97,1,delayed,1,session_493_25
3071,257,2024-05-28 08:29:42,view,1430,Geyser,147.45,0,instant,1,session_257_31
3072,224,2024-08-09 07:05:46,normal_purchase,26,Refrigerator,415.59,1,instant,1,session_224_96
3073,400,2025-03-02 03:08:18,green_toggle,4768,Water Purifier,154.69,0,instant,1,session_400_46
3074,21,2025-02-24 15:50:09,normal_purchase,34,Air Conditioner,475.1,1,instant,0,session_21_77
3075,243,2025-01-16 18:57:36,view,3664,Washing Machine,268.48,0,instant,0,session_243_91
3076,462,2024-09-05 10:30:36,view,1955,Washing Machine,290.27,0,instant,0,session_462_29
3077,492,2024-07-22 23:19:21,green_toggle,4657,Fans,77.7,0,instant,1,session_492_29
3078,227,2025-05-20 22:55:39,view,4943,Cooler,169.09,0,instant,0,session_227_20
3079,265,2025-05-23 02:48:18,delayed_delivery,1899,Mixer Grinder,44.18,0,delayed,1,session_265_62
3080,170,2024-03-18 10:27:25,view,3513,Television,275.55,0,delayed,0,session_170_84
3081,462,2024-02-24 00:36:08,green_toggle,1934,Air Conditioner,301.62,0,instant,1,session_462_1
3082,75,2024-03-26 23:41:35,view,2441,Air Conditioner,392.47,0,delayed,0,session_75_42
3083,303,2025-05-02 11:42:40,normal_purchase,3001,Mixer Grinder,147.25,0,delayed,0,session_303_42
3084,229,2025-01-12 01:21:52,normal_purchase,722,Washing Machine,346.3,0,instant,0,session_229_97
3085,87,2024-05-05 06:58:27,refurbished_purchase,1917,Washing Machine,99.29,1,instant,1,session_87_75
3086,404,2025-01-24 08:26:46,view,1935,Refrigerator,390.49,1,instant,0,session_404_51
3087,484,2024-04-05 11:47:52,delayed_delivery,610,Mixer Grinder,30.19,0,delayed,1,session_484_7
3088,389,2024-07-31 04:39:08,normal_purchase,1535,Refrigerator,357.4,0,instant,0,session_389_1
3089,213,2024-12-31 00:30:22,green_toggle,3857,Water Purifier,82.57,0,instant,1,session_213_97
3090,405,2024-01-26 18:53:22,green_toggle,4070,Gas Stove,117.41,0,instant,1,session_405_57
3091,407,2024-02-12 03:19:01,view,4048,Air Conditioner,411.0,1,instant,1,session_407_78
3092,167,2024-10-07 17:56:09,view,4249,Television,273.79,0,instant,0,session_167_88
3093,10,2024-11-07 03:50:27,view,354,Water Purifier,126.97,0,instant,1,session_10_76
3094,53,2024-06-01 06:19:21,normal_purchase,904,Water Purifier,120.98,0,instant,1,session_53_1
3095,30,2024-09-16 14:27:03,view,2566,Gas Stove,190.38,0,instant,0,session_30_81
3096,325,2024-11-25 12:06:16,view,2226,Gas Stove,115.76,0,instant,0,session_325_8
3097,145,2025-01-13 19:18:09,view,4714,Cooler,160.25,0,instant,0,session_145_35
3098,103,2024-01-16 15:29:22,green_toggle,3859,Cooler,96.81,0,instant,1,session_103_45
3099,138,2024-02-09 22:46:50,view,2995,Cooler,106.42,0,instant,0,session_138_16
3100,134,2024-01-05 01:32:54,normal_purchase,827,Air Conditioner,483.01,1,delayed,0,session_134_97
3101,352,2025-05-04 18:18:36,normal_purchase,1714,Fans,111.43,1,delayed,1,session_352_20
3102,59,2024-07-17 23:27:21,normal_purchase,2644,Refrigerator,299.13,1,instant,0,session_59_76
3103,421,2025-03-09 18:46:47,view,291,Fans,57.39,1,instant,1,session_421_6
3104,173,2025-05-12 05:04:04,view,2764,Gas Stove,199.12,0,instant,0,session_173_6
3105,426,2024-11-05 04:32:16,delayed_delivery,3409,Refrigerator,184.96,0,delayed,1,session_426_73
3106,374,2025-06-08 21:29:24,normal_purchase,1779,Washing Machine,340.68,0,delayed,1,session_374_20
3107,431,2024-05-13 07:14:14,view,1098,Television,276.73,0,instant,0,session_431_40
3108,473,2025-03-07 02:45:24,refurbished_purchase,286,Geyser,58.42,1,instant,1,session_473_62
3109,147,2024-03-14 14:57:29,green_toggle,1660,Water Purifier,87.63,0,delayed,1,session_147_97
3110,295,2025-04-02 12:09:43,view,2911,Mixer Grinder,86.84,0,instant,1,session_295_87
3111,9,2024-03-05 23:34:09,view,1396,Cooler,121.84,0,instant,1,session_9_46
3112,56,2024-09-02 13:45:39,refurbished_purchase,4680,Water Purifier,50.16,1,delayed,1,session_56_52
3113,352,2024-09-16 20:40:31,view,1134,Mixer Grinder,67.29,1,instant,0,session_352_99
3114,362,2024-07-18 04:38:51,normal_purchase,2372,Geyser,183.22,0,instant,0,session_362_13
3115,178,2024-01-14 12:00:46,view,2,Washing Machine,309.23,0,instant,0,session_178_49
3116,10,2024-11-07 21:15:31,green_toggle,148,Air Conditioner,237.37,0,delayed,1,session_10_7
3117,159,2025-05-04 01:56:02,view,2613,Geyser,106.9,0,instant,0,session_159_21
3118,458,2025-05-17 16:16:05,green_toggle,4441,Geyser,131.03,1,instant,1,session_458_10
3119,203,2024-05-12 16:32:52,green_toggle,4072,Washing Machine,260.85,1,instant,1,session_203_8
3120,374,2025-03-24 11:03:14,normal_purchase,1078,Gas Stove,125.03,0,delayed,0,session_374_29
3121,107,2024-08-12 10:31:28,view,3711,Refrigerator,318.47,0,instant,0,session_107_46
3122,233,2024-01-17 11:36:30,view,3582,Cooler,111.33,1,instant,0,session_233_96
3123,16,2024-07-31 15:15:52,view,17,Mixer Grinder,99.64,1,instant,0,session_16_7
3124,107,2025-06-29 22:40:25,green_toggle,1842,Washing Machine,182.98,0,instant,1,session_107_19
3125,223,2025-01-29 23:22:36,refurbished_purchase,4092,Air Conditioner,117.42,1,instant,1,session_223_17
3126,113,2024-11-14 17:50:19,green_toggle,1284,Water Purifier,73.43,0,instant,1,session_113_53
3127,187,2024-03-03 15:38:25,refurbished_purchase,1345,Gas Stove,31.75,1,instant,1,session_187_59
3128,53,2025-03-08 04:58:54,green_toggle,1943,Television,217.01,0,delayed,1,session_53_95
3129,200,2024-10-27 13:00:07,refurbished_purchase,4534,Television,54.8,1,instant,1,session_200_28
3130,371,2025-04-08 18:07:15,view,3450,Air Conditioner,372.25,0,instant,0,session_371_83
3131,396,2025-03-06 21:22:18,view,1898,Television,293.74,1,instant,0,session_396_88
3132,76,2025-06-25 23:10:08,view,2064,Gas Stove,162.52,1,instant,0,session_76_42
3133,500,2025-03-24 17:54:49,green_toggle,3432,Gas Stove,82.79,0,instant,1,session_500_12
3134,459,2024-11-25 21:00:20,view,4465,Gas Stove,141.38,0,instant,0,session_459_81
3135,132,2024-07-28 23:11:17,view,2814,Air Conditioner,395.43,0,instant,0,session_132_23
3136,379,2024-06-16 07:18:29,normal_purchase,3353,Refrigerator,432.48,1,instant,0,session_379_30
3137,473,2024-12-11 10:23:26,delayed_delivery,1871,Gas Stove,51.15,1,delayed,1,session_473_74
3138,335,2024-10-28 17:52:07,green_toggle,3,Gas Stove,128.75,0,delayed,1,session_335_7
3139,16,2024-10-09 05:08:26,green_toggle,2453,Fans,97.62,0,instant,1,session_16_67
3140,90,2024-06-28 16:45:08,view,3461,Air Conditioner,359.48,0,instant,1,session_90_91
3141,326,2024-02-23 11:13:47,normal_purchase,3617,Cooler,213.04,0,instant,1,session_326_10
3142,322,2024-07-30 08:35:31,view,4134,Mixer Grinder,80.97,0,instant,0,session_322_39
3143,376,2024-06-25 19:59:24,view,115,Television,209.69,0,instant,0,session_376_40
3144,75,2024-07-18 15:09:24,delayed_delivery,4042,Mixer Grinder,91.32,0,delayed,1,session_75_10
3145,386,2024-05-15 20:59:15,view,1816,Cooler,146.49,1,instant,0,session_386_20
3146,89,2024-04-30 01:18:34,normal_purchase,1325,Gas Stove,208.57,1,instant,0,session_89_49
3147,198,2024-11-28 03:02:58,normal_purchase,4712,Geyser,166.58,0,instant,0,session_198_63
3148,190,2025-05-25 11:29:10,delayed_delivery,2100,Fans,65.41,0,delayed,1,session_190_66
3149,50,2024-12-31 03:19:26,view,3884,Geyser,122.16,0,instant,1,session_50_22
3150,411,2024-07-20 03:30:23,view,2009,Cooler,140.4,1,instant,1,session_411_98
3151,291,2024-07-16 13:06:41,refurbished_purchase,2840,Washing Machine,135.7,1,instant,1,session_291_46
3152,124,2025-06-02 01:05:00,view,3766,Washing Machine,297.79,0,instant,0,session_124_42
3153,104,2024-03-30 11:55:24,refurbished_purchase,354,Refrigerator,176.0,1,instant,1,session_104_16
3154,332,2025-04-11 22:26:16,green_toggle,4280,Refrigerator,257.5,1,instant,1,session_332_46
3155,242,2024-05-25 17:03:12,green_toggle,3817,Gas Stove,75.45,0,instant,1,session_242_62
3156,95,2025-06-01 12:24:58,view,4296,Geyser,142.77,0,delayed,0,session_95_82
3157,382,2025-04-10 00:44:59,view,4600,Mixer Grinder,141.31,1,instant,1,session_382_36
3158,311,2024-10-15 06:23:23,refurbished_purchase,1611,Cooler,38.61,1,instant,1,session_311_10
3159,70,2024-11-01 14:47:12,normal_purchase,1872,Washing Machine,240.11,0,instant,0,session_70_96
3160,124,2024-10-20 12:25:28,view,2957,Geyser,175.55,0,instant,0,session_124_4
3161,198,2024-08-23 19:18:41,normal_purchase,383,Water Purifier,93.55,0,instant,0,session_198_53
3162,203,2024-10-21 01:41:57,view,1883,Cooler,107.37,0,instant,0,session_203_35
3163,122,2024-06-08 04:36:56,normal_purchase,3280,Water Purifier,151.24,1,delayed,0,session_122_99
3164,214,2024-08-11 02:42:51,green_toggle,3679,Air Conditioner,222.47,0,delayed,1,session_214_77
3165,289,2025-01-30 22:16:59,view,1169,Fans,51.01,1,instant,0,session_289_3
3166,303,2025-03-25 04:13:57,delayed_delivery,970,Fans,88.63,0,delayed,1,session_303_62
3167,158,2025-06-05 21:31:33,view,453,Television,248.94,0,instant,1,session_158_30
3168,53,2025-06-14 08:55:26,refurbished_purchase,131,Television,61.55,1,instant,1,session_53_7
3169,421,2025-04-17 11:40:16,refurbished_purchase,797,Gas Stove,55.61,1,instant,1,session_421_25
3170,97,2024-01-07 08:17:31,view,4011,Gas Stove,176.03,0,instant,0,session_97_65
3171,441,2025-06-24 23:37:56,view,1056,Television,184.22,0,instant,0,session_441_46
3172,272,2024-03-25 05:15:59,green_toggle,2051,Cooler,69.77,0,instant,1,session_272_44
3173,495,2025-04-27 13:08:03,refurbished_purchase,4502,Washing Machine,141.87,1,instant,1,session_495_98
3174,196,2025-02-27 06:46:07,normal_purchase,461,Fans,101.24,0,delayed,0,session_196_42
3175,13,2025-02-22 03:32:35,green_toggle,415,Washing Machine,242.8,0,instant,1,session_13_93
3176,468,2024-11-24 00:00:48,green_toggle,2310,Washing Machine,273.29,0,instant,1,session_468_79
3177,27,2024-08-09 22:51:51,normal_purchase,442,Geyser,178.76,0,instant,0,session_27_25
3178,427,2024-08-12 02:37:55,normal_purchase,3995,Refrigerator,399.3,0,instant,1,session_427_84
3179,421,2024-05-05 12:08:18,normal_purchase,4968,Television,139.25,0,instant,1,session_421_24
3180,36,2025-05-05 11:39:23,normal_purchase,4095,Television,211.62,0,instant,1,session_36_53
3181,403,2024-01-21 11:56:32,green_toggle,4120,Air Conditioner,257.17,0,instant,1,session_403_94
3182,426,2024-01-23 10:08:55,green_toggle,4602,Cooler,131.67,1,instant,1,session_426_87
3183,420,2024-05-25 12:29:52,view,2056,Mixer Grinder,116.35,0,instant,0,session_420_53
3184,305,2024-05-22 13:28:06,green_toggle,627,Washing Machine,168.0,0,delayed,1,session_305_34
3185,375,2025-03-05 23:48:38,green_toggle,3753,Water Purifier,127.57,0,instant,1,session_375_89
3186,390,2025-06-29 00:58:40,view,1682,Television,222.77,0,instant,0,session_390_37
3187,421,2025-01-31 12:20:34,refurbished_purchase,1473,Gas Stove,44.72,1,instant,1,session_421_59
3188,376,2025-02-10 23:02:30,view,4957,Water Purifier,166.61,0,delayed,1,session_376_94
3189,363,2025-06-29 07:25:21,refurbished_purchase,2373,Refrigerator,90.94,1,instant,1,session_363_73
3190,317,2024-11-19 08:11:16,green_toggle,4921,Cooler,147.91,0,instant,1,session_317_12
3191,147,2024-11-28 04:44:05,view,976,Mixer Grinder,81.57,0,delayed,1,session_147_37
3192,217,2024-03-22 05:51:22,refurbished_purchase,870,Gas Stove,46.22,1,delayed,1,session_217_12
3193,371,2024-07-11 16:36:51,green_toggle,4186,Air Conditioner,216.99,1,delayed,1,session_371_88
3194,277,2024-09-08 16:24:22,refurbished_purchase,3128,Water Purifier,42.39,1,instant,1,session_277_75
3195,67,2025-02-26 10:15:20,view,4546,Mixer Grinder,123.35,0,delayed,0,session_67_18
3196,493,2024-10-31 18:49:04,view,1805,Mixer Grinder,120.72,1,instant,0,session_493_67
3197,255,2024-04-05 05:58:23,refurbished_purchase,968,Gas Stove,50.68,1,instant,1,session_255_37
3198,333,2024-12-22 18:41:28,view,392,Water Purifier,176.39,0,instant,0,session_333_14
3199,123,2025-05-11 09:30:25,view,1054,Geyser,117.66,0,delayed,0,session_123_82
3200,183,2024-05-19 01:25:16,view,4229,Refrigerator,380.47,0,instant,1,session_183_28
3201,370,2024-04-26 11:50:14,refurbished_purchase,4571,Fans,15.31,1,instant,1,session_370_54
3202,161,2024-07-16 06:16:23,view,2594,Cooler,138.79,0,delayed,0,session_161_92
3203,493,2024-08-27 16:01:56,view,139,Television,296.15,0,instant,0,session_493_40
3204,184,2025-02-05 13:02:00,refurbished_purchase,2888,Gas Stove,34.98,1,instant,1,session_184_29
3205,184,2025-04-16 02:45:36,view,4967,Refrigerator,300.84,0,instant,1,session_184_72
3206,252,2024-09-21 08:53:11,view,3457,Washing Machine,263.45,0,delayed,1,session_252_75
3207,2,2025-05-31 14:27:27,green_toggle,4421,Refrigerator,188.48,0,delayed,1,session_2_86
3208,274,2024-08-11 10:03:44,view,3801,Geyser,134.47,0,instant,0,session_274_46
3209,13,2024-11-06 18:11:37,normal_purchase,2098,Washing Machine,281.53,0,instant,0,session_13_58
3210,238,2024-09-23 07:12:15,view,4125,Washing Machine,312.36,1,instant,0,session_238_41
3211,303,2024-11-01 17:23:54,view,4443,Water Purifier,189.63,0,instant,0,session_303_21
3212,204,2025-03-19 10:45:26,green_toggle,1455,Cooler,127.28,0,delayed,1,session_204_26
3213,214,2024-11-28 23:22:33,view,3652,Cooler,160.71,0,delayed,0,session_214_80
3214,276,2024-09-16 09:06:46,green_toggle,2046,Television,131.57,0,instant,1,session_276_86
3215,101,2025-01-06 23:47:42,green_toggle,3622,Cooler,61.99,0,instant,1,session_101_49
3216,42,2024-05-09 14:04:30,view,2204,Geyser,149.32,1,instant,0,session_42_61
3217,482,2025-02-03 04:14:01,delayed_delivery,3412,Cooler,129.62,0,delayed,1,session_482_64
3218,266,2025-04-24 01:04:48,refurbished_purchase,1275,Gas Stove,55.03,1,instant,1,session_266_52
3219,186,2024-12-04 18:32:44,view,3907,Geyser,113.99,0,instant,1,session_186_16
3220,458,2024-09-12 04:08:22,view,4949,Gas Stove,124.68,0,instant,0,session_458_77
3221,189,2024-04-24 05:21:15,view,349,Gas Stove,133.8,0,instant,0,session_189_11
3222,279,2024-11-18 00:08:14,view,1282,Fans,82.04,1,instant,0,session_279_98
3223,465,2025-05-04 04:27:21,view,4473,Gas Stove,193.83,0,instant,0,session_465_35
3224,87,2025-05-22 16:29:12,view,1852,Washing Machine,271.9,0,instant,0,session_87_18
3225,456,2025-02-25 10:02:05,green_toggle,139,Mixer Grinder,90.46,0,instant,1,session_456_26
3226,182,2024-04-08 22:23:33,green_toggle,4422,Mixer Grinder,102.3,0,instant,1,session_182_25
3227,175,2024-07-20 14:31:10,view,4937,Water Purifier,115.2,1,instant,0,session_175_28
3228,379,2024-06-20 06:37:08,view,2800,Gas Stove,124.12,1,instant,0,session_379_17
3229,46,2024-10-21 23:26:35,view,2010,Mixer Grinder,54.9,0,instant,1,session_46_100
3230,6,2025-01-07 16:12:23,refurbished_purchase,3043,Cooler,32.71,1,instant,1,session_6_87
3231,19,2025-02-19 12:37:50,refurbished_purchase,3301,Water Purifier,41.95,1,instant,1,session_19_93
3232,193,2024-08-13 12:12:32,view,4538,Mixer Grinder,77.6,0,delayed,0,session_193_67
3233,307,2024-05-02 01:52:11,view,3473,Mixer Grinder,104.95,1,instant,0,session_307_86
3234,176,2025-04-28 21:22:42,view,3878,Washing Machine,339.34,0,instant,1,session_176_11
3235,110,2025-05-17 10:53:14,view,4529,Cooler,178.56,0,instant,0,session_110_97
3236,357,2024-05-04 22:02:41,normal_purchase,4943,Television,271.5,0,instant,1,session_357_32
3237,285,2024-09-05 16:34:15,view,4164,Mixer Grinder,134.64,0,delayed,0,session_285_50
3238,291,2024-05-03 06:28:32,delayed_delivery,3249,Gas Stove,75.37,1,delayed,1,session_291_61
3239,447,2024-01-21 04:40:07,view,1622,Fans,53.34,0,delayed,1,session_447_96
3240,489,2025-04-09 00:56:34,normal_purchase,3969,Washing Machine,266.46,1,instant,1,session_489_61
3241,335,2024-02-04 02:10:40,view,2014,Television,233.43,1,instant,1,session_335_95
3242,327,2024-05-28 10:41:50,green_toggle,399,Fans,75.83,0,instant,1,session_327_73
3243,40,2025-04-17 09:37:46,green_toggle,840,Air Conditioner,334.47,0,instant,1,session_40_85
3244,258,2024-05-10 10:53:02,normal_purchase,905,Cooler,200.09,0,instant,1,session_258_35
3245,92,2024-06-16 04:01:23,normal_purchase,4206,Air Conditioner,435.52,0,instant,1,session_92_1
3246,319,2025-05-05 08:36:09,normal_purchase,2571,Cooler,151.57,0,instant,0,session_319_76
3247,416,2025-01-18 04:44:41,normal_purchase,4532,Cooler,185.72,0,instant,1,session_416_95
3248,217,2024-08-10 08:23:58,green_toggle,4413,Mixer Grinder,37.15,0,instant,1,session_217_72
3249,39,2024-06-02 16:19:49,view,787,Refrigerator,319.97,0,instant,0,session_39_73
3250,464,2025-06-10 13:12:21,refurbished_purchase,531,Gas Stove,56.06,1,instant,1,session_464_77
3251,409,2024-02-01 20:12:56,refurbished_purchase,3552,Air Conditioner,153.87,1,delayed,1,session_409_3
3252,307,2024-08-29 12:08:38,normal_purchase,4700,Water Purifier,115.7,0,instant,1,session_307_6
3253,290,2025-03-11 19:30:23,green_toggle,983,Refrigerator,238.21,0,instant,1,session_290_84
3254,100,2024-09-23 22:32:18,green_toggle,4356,Fans,91.13,0,instant,1,session_100_8
3255,52,2025-06-06 10:56:56,normal_purchase,692,Fans,125.42,0,instant,0,session_52_16
3256,429,2025-03-10 15:43:16,delayed_delivery,517,Cooler,75.55,1,delayed,1,session_429_75
3257,227,2025-04-28 12:21:41,view,3825,Geyser,106.13,1,instant,0,session_227_69
3258,413,2025-05-17 01:37:09,green_toggle,1020,Air Conditioner,246.8,0,instant,1,session_413_91
3259,269,2024-10-25 13:51:18,view,1330,Fans,91.74,0,delayed,1,session_269_90
3260,54,2024-04-22 23:28:46,view,3869,Fans,120.03,0,instant,0,session_54_91
3261,303,2025-04-18 06:26:30,view,3384,Washing Machine,253.5,0,instant,0,session_303_16
3262,203,2024-02-15 19:41:24,normal_purchase,1192,Refrigerator,428.44,0,instant,1,session_203_8
3263,216,2024-01-29 18:45:09,view,2267,Refrigerator,367.45,0,instant,0,session_216_95
3264,186,2025-01-31 20:13:20,view,3880,Geyser,125.23,0,delayed,0,session_186_37
3265,153,2024-09-21 23:52:46,refurbished_purchase,1423,Air Conditioner,168.56,1,instant,1,session_153_81
3266,354,2024-08-13 08:33:10,green_toggle,494,Air Conditioner,263.54,0,delayed,1,session_354_27
3267,406,2024-02-15 22:42:47,refurbished_purchase,97,Cooler,59.91,1,instant,1,session_406_50
3268,230,2025-06-20 19:50:17,delayed_delivery,4280,Television,117.57,0,delayed,1,session_230_30
3269,300,2024-10-06 12:46:37,normal_purchase,1177,Mixer Grinder,156.44,0,instant,0,session_300_35
3270,101,2025-02-20 11:35:18,green_toggle,4628,Washing Machine,174.36,0,instant,1,session_101_56
3271,23,2024-04-24 12:54:44,view,1926,Washing Machine,310.54,0,delayed,0,session_23_32
3272,72,2025-05-15 11:30:35,green_toggle,4153,Geyser,134.0,0,instant,1,session_72_91
3273,444,2024-11-23 18:29:18,view,196,Refrigerator,369.88,0,instant,0,session_444_60
3274,63,2025-05-13 12:04:18,view,990,Washing Machine,250.95,0,instant,0,session_63_8
3275,262,2025-03-22 17:00:23,green_toggle,4836,Cooler,95.81,1,delayed,1,session_262_89
3276,133,2024-02-07 11:41:17,green_toggle,1846,Mixer Grinder,44.51,0,delayed,1,session_133_4
3277,322,2024-08-24 22:29:56,refurbished_purchase,1101,Mixer Grinder,26.13,1,instant,1,session_322_2
3278,398,2025-03-20 12:02:04,refurbished_purchase,830,Fans,18.95,1,instant,1,session_398_20
3279,347,2024-01-01 13:32:49,view,2908,Television,296.03,0,instant,1,session_347_12
3280,3,2025-02-04 19:57:29,view,3930,Refrigerator,341.83,0,instant,1,session_3_57
3281,392,2024-06-19 15:25:26,view,1892,Air Conditioner,446.83,0,instant,0,session_392_68
3282,30,2024-11-20 13:50:24,green_toggle,2272,Geyser,83.04,0,delayed,1,session_30_24
3283,192,2024-11-20 15:40:24,view,1681,Geyser,122.76,0,instant,0,session_192_69
3284,434,2024-01-20 00:20:26,normal_purchase,3661,Fans,126.68,0,instant,1,session_434_10
3285,429,2024-10-24 16:00:04,view,3997,Refrigerator,300.67,1,instant,0,session_429_88
3286,412,2025-05-30 23:19:12,normal_purchase,3436,Fans,108.44,0,instant,1,session_412_81
3287,26,2025-04-10 14:03:32,delayed_delivery,4610,Fans,73.75,0,delayed,1,session_26_88
3288,402,2024-06-14 18:23:42,view,4181,Washing Machine,281.95,1,instant,0,session_402_54
3289,96,2024-11-10 02:59:18,delayed_delivery,4029,Water Purifier,125.69,0,delayed,1,session_96_89
3290,6,2024-11-20 14:28:53,delayed_delivery,3452,Cooler,80.15,0,delayed,1,session_6_43
3291,187,2024-04-13 09:21:23,normal_purchase,1687,Washing Machine,299.95,0,instant,0,session_187_92
3292,112,2024-10-24 21:11:02,view,757,Refrigerator,330.37,1,instant,0,session_112_93
3293,489,2024-05-26 12:04:35,refurbished_purchase,2491,Water Purifier,39.87,1,instant,1,session_489_2
3294,62,2024-07-29 14:58:58,normal_purchase,553,Gas Stove,105.2,0,instant,0,session_62_52
3295,110,2025-01-25 20:08:22,green_toggle,4637,Gas Stove,124.5,1,instant,1,session_110_95
3296,93,2025-03-28 19:02:01,view,3646,Refrigerator,377.12,0,instant,0,session_93_16
3297,422,2024-01-25 12:38:48,refurbished_purchase,4916,Fans,23.99,1,instant,1,session_422_68
3298,238,2025-04-28 00:12:57,green_toggle,1230,Geyser,95.3,1,delayed,1,session_238_59
3299,279,2024-12-13 14:20:44,refurbished_purchase,1993,Mixer Grinder,25.47,1,instant,1,session_279_49
3300,231,2025-06-12 23:44:02,view,4302,Television,291.55,0,instant,1,session_231_4
3301,5,2024-01-21 22:00:25,normal_purchase,3631,Water Purifier,195.17,0,delayed,0,session_5_9
3302,68,2025-03-12 18:48:21,view,1836,Cooler,160.39,0,instant,0,session_68_78
3303,497,2024-07-24 20:39:17,normal_purchase,1898,Washing Machine,321.54,0,instant,0,session_497_4
3304,464,2025-05-17 02:00:58,view,3511,Geyser,149.35,0,instant,0,session_464_17
3305,50,2024-12-05 00:16:23,view,1728,Television,221.93,0,instant,0,session_50_54
3306,355,2024-07-07 04:58:29,green_toggle,3468,Cooler,127.6,0,instant,1,session_355_54
3307,317,2024-08-04 05:39:42,refurbished_purchase,4471,Geyser,51.01,1,delayed,1,session_317_28
3308,487,2024-12-18 07:51:17,normal_purchase,3773,Mixer Grinder,132.37,0,instant,0,session_487_25
3309,114,2024-12-04 21:49:09,delayed_delivery,2864,Television,143.75,0,delayed,1,session_114_60
3310,372,2024-11-07 12:06:50,normal_purchase,2586,Refrigerator,341.2,0,delayed,1,session_372_7
3311,364,2024-04-22 09:17:12,green_toggle,4704,Gas Stove,75.47,0,delayed,1,session_364_79
