itemID,Product,Variety/Size,Brand,price,Production(kg CO2e),Packaging(kg CO2e),Logistics(kg CO2e),Total(kg CO2e),refurbished_available
1265,Geyser/Water Heater,6 L,Crompton,2513,40.0,4.0,4.0,48.0,1
1266,Refrigerator,240 L,Samsung,21287,171.0,17.1,19.0,207.1,0
1267,Gas Stove/Cooktop,3 Burner,Sunflame,3873,38.0,3.8,3.8,45.6,1
1268,Television,65 inch,OnePlus,61427,224.4,22.44,40.8,287.64,0
1269,Water Purifier,RO+UV,Kent,10216,60.0,6.0,4.0,70.0,0
1270,Television,32 inch,LG,18548,98.0,9.8,19.6,127.4,0
1271,Washing Machine,8 kg,Whirlpool,35984,144.0,14.4,14.4,172.8,0
1272,Television,75 inch,Xiaomi,93658,257.5,25.75,51.5,334.75,1
1273,Mixer Grinder,500 W,Morphy Richards,3825,55.0,5.5,5.5,66.0,1
1274,Television,55 inch,Samsung,55557,171.0,17.1,33.25,221.35,0
1275,Gas Stove/Cooktop,4 Burner,Butterfly,7025,47.5,4.75,4.75,57.0,0
1276,Water Purifier,RO+UV,Pureit,10893,58.8,5.88,3.92,68.6,0
1277,Television,55 inch,Samsung,45025,171.0,17.1,33.25,221.35,1
1278,Gas Stove/Cooktop,2 Burner,Butterfly,3663,28.5,2.85,2.85,34.2,0
1279,Television,32 inch,TCL,24334,98.0,9.8,19.6,127.4,1
1280,Television,55 inch,OnePlus,57369,183.6,18.36,35.7,237.66,0
1281,Mixer Grinder,500 W,Philips,2512,52.5,5.25,5.25,63.0,1
1282,Television,65 inch,OnePlus,76479,224.4,22.44,40.8,287.64,0
1283,Cooler,30 L,Voltas,7306,40.0,4.0,10.0,54.0,1
1284,Washing Machine,7 kg,Bosch,22075,115.2,11.52,11.52,138.24,1
1285,Television,50 inch,Samsung,39959,142.5,14.25,28.5,185.25,1
1286,Cooler,20 L,Crompton,5118,30.0,3.0,8.0,41.0,0
1287,Gas Stove/Cooktop,2 Burner,Butterfly,2230,28.5,2.85,2.85,34.2,0
1288,Refrigerator,500 L,Haier,47863,250.0,25.0,40.0,315.0,1
1289,Mixer Grinder,750 W,Panasonic,3176,70.0,7.0,7.0,84.0,1
1290,Cooler,30 L,Symphony,11243,44.0,4.4,11.0,59.4,0
1291,Television,65 inch,Xiaomi,60673,226.6,22.66,41.2,290.46,1
1292,Refrigerator,500 L,Samsung,56724,237.5,23.75,38.0,299.25,1
1293,Washing Machine,8 kg,Bosch,32124,144.0,14.4,14.4,172.8,1
1294,Television,65 inch,LG,78946,215.6,21.56,39.2,276.36,1
1295,Water Purifier,RO+UV+UF,Blue Star,11441,80.8,8.08,4.04,92.92,0
1296,Mixer Grinder,750 W,Bajaj,5895,70.7,7.07,7.07,84.84,1
1297,Refrigerator,190 L,Panasonic,18492,150.0,15.0,15.0,180.0,1
1298,Geyser/Water Heater,10 L,V-Guard,3573,55.0,5.5,5.5,66.0,0
1299,Cooler,50 L,Havells,10800,50.0,5.0,10.0,65.0,1
1300,Cooler,20 L,Crompton,7213,30.0,3.0,8.0,41.0,1
1301,Cooler,50 L,Kenstar,17977,49.5,4.95,9.9,64.35,0
1302,Washing Machine,8 kg,LG,25009,147.0,14.7,14.7,176.4,1
1303,Water Purifier,RO+UV,HUL,14322,60.0,6.0,4.0,70.0,0
1304,Television,32 inch,Vu,15050,110.0,11.0,22.0,143.0,0
1305,Refrigerator,300 L,Godrej,26641,198.0,19.8,24.75,242.55,0
1306,Air Conditioner,2 Ton,LG,55397,294.0,29.4,31.36,354.76,0
1307,Mixer Grinder,500 W,Havells,2545,50.0,5.0,5.0,60.0,0
1308,Air Conditioner,1 Ton,Voltas,38044,200.0,20.0,25.0,245.0,1
1309,Geyser/Water Heater,10 L,Racold,5443,51.5,5.15,5.15,61.8,0
1310,Water Purifier,RO+UV,HUL,11480,60.0,6.0,4.0,70.0,1
1311,Television,55 inch,LG,53798,176.4,17.64,34.3,228.34,1
1312,Television,75 inch,Xiaomi,97333,257.5,25.75,51.5,334.75,0
1313,Gas Stove/Cooktop,3 Burner,Pigeon,3524,38.8,3.88,3.88,46.56,0
1314,Television,43 inch,Vu,26678,132.0,13.2,27.5,172.7,0
1315,Water Purifier,RO+UV+UF,Kent,16961,80.0,8.0,4.0,92.0,0
1316,Cooler,20 L,Crompton,6837,30.0,3.0,8.0,41.0,1
1317,Air Conditioner,1.5 Ton,Blue Star,35957,252.5,25.25,25.25,303.0,1
1318,Gas Stove/Cooktop,3 Burner,Sunflame,5150,38.0,3.8,3.8,45.6,0
1319,Cooler,20 L,Symphony,8303,33.0,3.3,8.8,45.1,0
1320,Gas Stove/Cooktop,3 Burner,Sunflame,3990,38.0,3.8,3.8,45.6,1
1321,Refrigerator,190 L,Samsung,22048,142.5,14.25,14.25,171.0,1
1322,Washing Machine,8 kg,LG,30197,147.0,14.7,14.7,176.4,0
1323,Television,50 inch,Samsung,39051,142.5,14.25,28.5,185.25,1
1324,Geyser/Water Heater,15 L,Racold,4806,61.8,6.18,6.18,74.16,1
1325,Gas Stove/Cooktop,2 Burner,Prestige,2440,30.0,3.0,3.0,36.0,1
1326,Cooler,20 L,Bajaj,7569,30.3,3.03,8.08,41.41,1
1327,Geyser/Water Heater,10 L,Crompton,4615,50.0,5.0,5.0,60.0,1
1328,Water Purifier,RO+UV,Blue Star,12438,60.6,6.06,4.04,70.7,1
1329,Television,43 inch,LG,29446,117.6,11.76,24.5,153.86,0
1330,Fans,52 inch,Crompton,2526,25.0,2.5,3.0,30.5,1
1331,Water Purifier,RO+UV+UF,Blue Star,19299,80.8,8.08,4.04,92.92,0
1332,Refrigerator,190 L,Panasonic,23521,150.0,15.0,15.0,180.0,1
1333,Mixer Grinder,500 W,Havells,3537,50.0,5.0,5.0,60.0,0
1334,Washing Machine,9 kg,IFB,43517,174.6,17.46,17.46,209.52,0
1335,Washing Machine,7 kg,Bosch,22156,115.2,11.52,11.52,138.24,1
1336,Geyser/Water Heater,15 L,Havells,6590,60.0,6.0,6.0,72.0,1
1337,Mixer Grinder,1000 W,Philips,4119,94.5,9.45,10.5,114.45,0
1338,Air Conditioner,1.5 Ton,Samsung,35558,237.5,23.75,23.75,285.0,0
1339,Gas Stove/Cooktop,2 Burner,Pigeon,3356,29.1,2.91,2.91,34.92,1
1340,Refrigerator,240 L,Whirlpool,26864,172.8,17.28,19.2,209.28,1
1341,Washing Machine,8 kg,LG,32125,147.0,14.7,14.7,176.4,0
1342,Water Purifier,RO+UV+UF,Blue Star,14597,80.8,8.08,4.04,92.92,1
1343,Gas Stove/Cooktop,4 Burner,Bajaj,7395,50.5,5.05,5.05,60.6,1
1344,Washing Machine,9 kg,IFB,42044,174.6,17.46,17.46,209.52,1
1345,Washing Machine,7 kg,Bosch,23113,115.2,11.52,11.52,138.24,1
1346,Fans,48 inch,Orient,1661,21.8,2.18,2.18,26.16,0
1347,Television,55 inch,OnePlus,50408,183.6,18.36,35.7,237.66,1
1348,Television,43 inch,Vu,25406,132.0,13.2,27.5,172.7,1
1349,Gas Stove/Cooktop,3 Burner,Elica,3385,48.0,4.8,4.8,57.6,0
1350,Washing Machine,7 kg,Godrej,29198,118.8,11.88,11.88,142.56,0
1351,Refrigerator,240 L,Godrej,23209,178.2,17.82,19.8,215.82,0
1352,Mixer Grinder,1000 W,Philips,6221,94.5,9.45,10.5,114.45,1
1353,Water Purifier,RO+UV,Pureit,10448,58.8,5.88,3.92,68.6,1
1354,Water Purifier,RO+UV+UF,Kent,13220,80.0,8.0,4.0,92.0,1
1355,Cooler,30 L,Kenstar,10894,39.6,3.96,9.9,53.46,0
1356,Gas Stove/Cooktop,4 Burner,Bajaj,4198,50.5,5.05,5.05,60.6,1
1357,Refrigerator,500 L,Godrej,66445,247.5,24.75,39.6,311.85,0
1358,Mixer Grinder,1000 W,Preethi,4306,103.5,10.35,11.5,125.35,0
1359,Geyser/Water Heater,6 L,V-Guard,3040,44.0,4.4,4.4,52.8,1
1360,Air Conditioner,2 Ton,Hitachi,58846,345.0,34.5,36.8,416.3,1
1361,Television,43 inch,Sony,31385,144.0,14.4,30.0,188.4,0
1362,Fans,52 inch,Bajaj,3312,25.25,2.52,3.03,30.8,1
1363,Washing Machine,8 kg,IFB,38421,145.5,14.55,14.55,174.6,1
1364,Television,55 inch,OnePlus,65902,183.6,18.36,35.7,237.66,1
1365,Geyser/Water Heater,10 L,Bajaj,4876,50.5,5.05,5.05,60.6,1
1366,Refrigerator,340 L,Panasonic,33116,220.0,22.0,30.0,272.0,1
1367,Television,43 inch,Samsung,34710,114.0,11.4,23.75,149.15,0
1368,Geyser/Water Heater,6 L,Havells,2251,40.0,4.0,4.0,48.0,1
1369,Cooler,30 L,Voltas,8766,40.0,4.0,10.0,54.0,0
1370,Mixer Grinder,750 W,Preethi,3631,80.5,8.05,8.05,96.6,0
1371,Gas Stove/Cooktop,2 Burner,Bajaj,3452,30.3,3.03,3.03,36.36,1
1372,Geyser/Water Heater,15 L,AO Smith,4537,75.0,7.5,7.5,90.0,1
1373,Water Purifier,RO+UV,Blue Star,10608,60.6,6.06,4.04,70.7,0
1374,Refrigerator,340 L,Panasonic,36684,220.0,22.0,30.0,272.0,1
1375,Refrigerator,190 L,Panasonic,16131,150.0,15.0,15.0,180.0,1
1376,Water Purifier,RO+UV,HUL,13247,60.0,6.0,4.0,70.0,1
1377,Air Conditioner,1.5 Ton,LG,31004,245.0,24.5,24.5,294.0,1
1378,Washing Machine,9 kg,Godrej,41060,178.2,17.82,17.82,213.84,0
1379,Air Conditioner,1.5 Ton,LG,34314,245.0,24.5,24.5,294.0,0
1380,Cooler,20 L,Kenstar,5552,29.7,2.97,7.92,40.59,1
1381,Geyser/Water Heater,15 L,V-Guard,5186,66.0,6.6,6.6,79.2,0
1382,Geyser/Water Heater,6 L,AO Smith,2072,50.0,5.0,5.0,60.0,1
1383,Refrigerator,240 L,LG,29760,176.4,17.64,19.6,213.64,1
1384,Refrigerator,190 L,Panasonic,19670,150.0,15.0,15.0,180.0,0
1385,Cooler,30 L,Symphony,7792,44.0,4.4,11.0,59.4,1
1386,Fans,52 inch,Havells,3498,25.0,2.5,3.0,30.5,0
1387,Television,50 inch,OnePlus,46578,153.0,15.3,30.6,198.9,1
1388,Refrigerator,340 L,Panasonic,35313,220.0,22.0,30.0,272.0,0
1389,Washing Machine,9 kg,LG,36519,176.4,17.64,17.64,211.68,0
1390,Mixer Grinder,1000 W,Philips,7660,94.5,9.45,10.5,114.45,0
1391,Television,32 inch,LG,26210,98.0,9.8,19.6,127.4,0
1392,Refrigerator,240 L,Haier,28515,180.0,18.0,20.0,218.0,0
1393,Gas Stove/Cooktop,4 Burner,Bajaj,6318,50.5,5.05,5.05,60.6,1
1394,Washing Machine,7 kg,Whirlpool,23339,115.2,11.52,11.52,138.24,1
1395,Air Conditioner,2 Ton,Blue Star,47689,303.0,30.3,32.32,365.62,0
1396,Cooler,20 L,Havells,5319,30.0,3.0,8.0,41.0,0
1397,Air Conditioner,2 Ton,Voltas,60724,300.0,30.0,32.0,362.0,0
1398,Refrigerator,300 L,Samsung,37707,190.0,19.0,23.75,232.75,1
1399,Water Purifier,RO+UV+UF,Kent,10753,80.0,8.0,4.0,92.0,0
1400,Refrigerator,300 L,Panasonic,34705,200.0,20.0,25.0,245.0,0
1401,Television,55 inch,Vu,68574,198.0,19.8,38.5,256.3,0
1402,Mixer Grinder,750 W,Havells,4528,70.0,7.0,7.0,84.0,1
1403,Mixer Grinder,750 W,Philips,3426,73.5,7.35,7.35,88.2,1
1404,Television,55 inch,OnePlus,64503,183.6,18.36,35.7,237.66,0
1405,Television,50 inch,Sony,46198,180.0,18.0,36.0,234.0,1
1406,Television,75 inch,Xiaomi,106053,257.5,25.75,51.5,334.75,1
1407,Air Conditioner,2 Ton,Samsung,53757,285.0,28.5,30.4,343.9,1
1408,Refrigerator,340 L,Whirlpool,32963,211.2,21.12,28.8,261.12,1
1409,Television,50 inch,Samsung,56314,142.5,14.25,28.5,185.25,1
1410,Geyser/Water Heater,15 L,Havells,4743,60.0,6.0,6.0,72.0,0
1411,Washing Machine,9 kg,LG,39276,176.4,17.64,17.64,211.68,0
1412,Refrigerator,240 L,Godrej,26916,178.2,17.82,19.8,215.82,0
1413,Geyser/Water Heater,6 L,Crompton,3291,40.0,4.0,4.0,48.0,1
1414,Television,55 inch,Vu,64493,198.0,19.8,38.5,256.3,0
1415,Mixer Grinder,750 W,Havells,4048,70.0,7.0,7.0,84.0,1
1416,Mixer Grinder,500 W,Bajaj,3383,50.5,5.05,5.05,60.6,1
1417,Television,55 inch,Sony,61501,216.0,21.6,42.0,279.6,1
1418,Television,32 inch,Sony,29229,120.0,12.0,24.0,156.0,1
1419,Geyser/Water Heater,6 L,Crompton,3929,40.0,4.0,4.0,48.0,1
1420,Geyser/Water Heater,15 L,Bajaj,4983,60.6,6.06,6.06,72.72,1
1421,Geyser/Water Heater,6 L,Bajaj,3004,40.4,4.04,4.04,48.48,0
1422,Mixer Grinder,1000 W,Panasonic,7571,90.0,9.0,10.0,109.0,1
1423,Television,32 inch,Vu,22201,110.0,11.0,22.0,143.0,1
1424,Refrigerator,190 L,Whirlpool,21138,144.0,14.4,14.4,172.8,0
1425,Television,65 inch,LG,84773,215.6,21.56,39.2,276.36,1
1426,Cooler,30 L,Voltas,8157,40.0,4.0,10.0,54.0,1
1427,Water Purifier,RO+UV,HUL,11395,60.0,6.0,4.0,70.0,0
1428,Air Conditioner,1.5 Ton,Hitachi,36690,287.5,28.75,28.75,345.0,1
1429,Cooler,20 L,Crompton,6069,30.0,3.0,8.0,41.0,0
1430,Refrigerator,500 L,Panasonic,54813,250.0,25.0,40.0,315.0,1
1431,Cooler,20 L,Bajaj,6349,30.3,3.03,8.08,41.41,1
1432,Gas Stove/Cooktop,3 Burner,Elica,4703,48.0,4.8,4.8,57.6,1
1433,Cooler,20 L,Havells,5769,30.0,3.0,8.0,41.0,1
1434,Television,32 inch,Vu,28551,110.0,11.0,22.0,143.0,1
1435,Gas Stove/Cooktop,4 Burner,Pigeon,7311,48.5,4.85,4.85,58.2,0
1436,Mixer Grinder,500 W,Morphy Richards,3558,55.0,5.5,5.5,66.0,1
1437,Television,50 inch,Vu,43633,165.0,16.5,33.0,214.5,0
1438,Gas Stove/Cooktop,2 Burner,Bajaj,3715,30.3,3.03,3.03,36.36,0
1439,Air Conditioner,1 Ton,Voltas,33154,200.0,20.0,25.0,245.0,0
1440,Washing Machine,9 kg,Bosch,47159,172.8,17.28,17.28,207.36,0
1441,Television,75 inch,Vu,94262,275.0,27.5,55.0,357.5,1
1442,Geyser/Water Heater,15 L,Crompton,4627,60.0,6.0,6.0,72.0,1
1443,Washing Machine,9 kg,Whirlpool,39219,172.8,17.28,17.28,207.36,0
1444,Washing Machine,7 kg,Samsung,22365,114.0,11.4,11.4,136.8,0
1445,Gas Stove/Cooktop,2 Burner,Bajaj,3088,30.3,3.03,3.03,36.36,1
1446,Air Conditioner,2 Ton,Voltas,42943,300.0,30.0,32.0,362.0,1
1447,Cooler,50 L,Bajaj,17470,50.5,5.05,10.1,65.65,0
1448,Television,43 inch,Samsung,29481,114.0,11.4,23.75,149.15,1
1449,Mixer Grinder,1000 W,Panasonic,7502,90.0,9.0,10.0,109.0,1
1450,Refrigerator,340 L,Haier,42217,220.0,22.0,30.0,272.0,1
1451,Air Conditioner,1.5 Ton,Samsung,41032,237.5,23.75,23.75,285.0,1
1452,Mixer Grinder,500 W,Havells,2056,50.0,5.0,5.0,60.0,0
1453,Washing Machine,6 kg,Bosch,21389,96.0,9.6,9.6,115.2,0
1454,Fans,48 inch,Crompton,2045,20.0,2.0,2.0,24.0,1
1455,Mixer Grinder,750 W,Morphy Richards,4687,77.0,7.7,7.7,92.4,1
1456,Mixer Grinder,500 W,Morphy Richards,3137,55.0,5.5,5.5,66.0,1
1457,Air Conditioner,1.5 Ton,Daikin,41486,237.5,23.75,23.75,285.0,1
1458,Water Purifier,RO+UV+UF,Pureit,10355,78.4,7.84,3.92,90.16,1
1459,Refrigerator,190 L,Samsung,22714,142.5,14.25,14.25,171.0,1
1460,Air Conditioner,1.5 Ton,Blue Star,39779,252.5,25.25,25.25,303.0,0
1461,Television,65 inch,TCL,80861,215.6,21.56,39.2,276.36,0
1462,Geyser/Water Heater,6 L,Havells,2099,40.0,4.0,4.0,48.0,1
1463,Refrigerator,500 L,Panasonic,47214,250.0,25.0,40.0,315.0,0
1464,Air Conditioner,2 Ton,Voltas,59518,300.0,30.0,32.0,362.0,1
1465,Washing Machine,8 kg,Godrej,30709,148.5,14.85,14.85,178.2,0
1466,Refrigerator,240 L,Godrej,29311,178.2,17.82,19.8,215.82,1
1467,Television,50 inch,TCL,39808,147.0,14.7,29.4,191.1,1
1468,Cooler,20 L,Kenstar,9859,29.7,2.97,7.92,40.59,0
1469,Geyser/Water Heater,10 L,Havells,3024,50.0,5.0,5.0,60.0,1
1470,Mixer Grinder,1000 W,Bajaj,7551,90.9,9.09,10.1,110.09,0
1471,Cooler,50 L,Symphony,10726,55.0,5.5,11.0,71.5,0
1472,Television,55 inch,Sony,49480,216.0,21.6,42.0,279.6,0
1473,Television,32 inch,OnePlus,25660,102.0,10.2,20.4,132.6,1
1474,Fans,48 inch,Havells,2166,20.0,2.0,2.0,24.0,0
1475,Television,43 inch,TCL,26136,117.6,11.76,24.5,153.86,0
1476,Geyser/Water Heater,10 L,Crompton,3533,50.0,5.0,5.0,60.0,1
1477,Geyser/Water Heater,10 L,AO Smith,5905,62.5,6.25,6.25,75.0,0
1478,Mixer Grinder,500 W,Preethi,3186,57.5,5.75,5.75,69.0,0
1479,Television,32 inch,OnePlus,21652,102.0,10.2,20.4,132.6,0
1480,Mixer Grinder,750 W,Bajaj,5607,70.7,7.07,7.07,84.84,0
1481,Fans,48 inch,Usha,2398,20.4,2.04,2.04,24.48,0
1482,Mixer Grinder,750 W,Morphy Richards,3403,77.0,7.7,7.7,92.4,0
1483,Geyser/Water Heater,6 L,Racold,2206,41.2,4.12,4.12,49.44,1
1484,Water Purifier,RO+UV+UF,Aquaguard,18682,81.6,8.16,4.08,93.84,1
1485,Mixer Grinder,1000 W,Havells,5109,90.0,9.0,10.0,109.0,0
1486,Washing Machine,7 kg,Samsung,28819,114.0,11.4,11.4,136.8,0
1487,Washing Machine,7 kg,IFB,20470,116.4,11.64,11.64,139.68,0
1488,Geyser/Water Heater,10 L,Havells,5602,50.0,5.0,5.0,60.0,1
1489,Cooler,50 L,Kenstar,15977,49.5,4.95,9.9,64.35,1
1490,Gas Stove/Cooktop,4 Burner,Butterfly,5720,47.5,4.75,4.75,57.0,1
1491,Refrigerator,500 L,Panasonic,58765,250.0,25.0,40.0,315.0,0
1492,Water Purifier,RO+UV+UF,Livpure,18012,84.0,8.4,4.2,96.6,1
1493,Washing Machine,8 kg,Godrej,36996,148.5,14.85,14.85,178.2,0
1494,Refrigerator,340 L,Samsung,42123,209.0,20.9,28.5,258.4,1
1495,Washing Machine,8 kg,Samsung,27611,142.5,14.25,14.25,171.0,0
1496,Television,50 inch,LG,44499,147.0,14.7,29.4,191.1,1
1497,Refrigerator,240 L,Godrej,22204,178.2,17.82,19.8,215.82,1
1498,Washing Machine,9 kg,Godrej,34510,178.2,17.82,17.82,213.84,0
1499,Fans,52 inch,Havells,2710,25.0,2.5,3.0,30.5,1
1500,Geyser/Water Heater,15 L,Racold,5623,61.8,6.18,6.18,74.16,0
1501,Fans,52 inch,Havells,2008,25.0,2.5,3.0,30.5,0
1502,Television,50 inch,Vu,38283,165.0,16.5,33.0,214.5,1
1503,Gas Stove/Cooktop,3 Burner,Pigeon,3635,38.8,3.88,3.88,46.56,0
1504,Television,65 inch,Vu,62527,242.0,24.2,44.0,310.2,1
1505,Gas Stove/Cooktop,4 Burner,Sunflame,5449,47.5,4.75,4.75,57.0,1
1506,Refrigerator,340 L,Panasonic,49208,220.0,22.0,30.0,272.0,0
1507,Geyser/Water Heater,15 L,V-Guard,7043,66.0,6.6,6.6,79.2,0
1508,Television,65 inch,TCL,66349,215.6,21.56,39.2,276.36,1
1509,Refrigerator,240 L,Whirlpool,28719,172.8,17.28,19.2,209.28,0
1510,Refrigerator,300 L,Samsung,25508,190.0,19.0,23.75,232.75,1
1511,Geyser/Water Heater,10 L,Crompton,3849,50.0,5.0,5.0,60.0,1
1512,Refrigerator,500 L,Whirlpool,61334,240.0,24.0,38.4,302.4,1
1513,Refrigerator,300 L,Godrej,25083,198.0,19.8,24.75,242.55,0
1514,Fans,48 inch,Orient,2462,21.8,2.18,2.18,26.16,0
1515,Air Conditioner,1.5 Ton,Hitachi,44087,287.5,28.75,28.75,345.0,1
1516,Air Conditioner,1.5 Ton,Hitachi,46424,287.5,28.75,28.75,345.0,1
1517,Cooler,50 L,Havells,16782,50.0,5.0,10.0,65.0,1
1518,Television,75 inch,Xiaomi,91707,257.5,25.75,51.5,334.75,1
1519,Refrigerator,300 L,Samsung,27567,190.0,19.0,23.75,232.75,0
1520,Refrigerator,190 L,Haier,21918,150.0,15.0,15.0,180.0,0
1521,Gas Stove/Cooktop,4 Burner,Prestige,6281,50.0,5.0,5.0,60.0,0
1522,Air Conditioner,1.5 Ton,Samsung,39108,237.5,23.75,23.75,285.0,1
1523,Television,43 inch,Xiaomi,35204,123.6,12.36,25.75,161.71,1
1524,Washing Machine,6 kg,Godrej,17135,99.0,9.9,9.9,118.8,1
1525,Television,43 inch,Xiaomi,29314,123.6,12.36,25.75,161.71,0
1526,Cooler,30 L,Havells,7158,40.0,4.0,10.0,54.0,1
1527,Refrigerator,190 L,Panasonic,20989,150.0,15.0,15.0,180.0,1
1528,Fans,48 inch,Crompton,2096,20.0,2.0,2.0,24.0,1
1529,Mixer Grinder,1000 W,Preethi,5667,103.5,10.35,11.5,125.35,1
1530,Washing Machine,8 kg,Whirlpool,35271,144.0,14.4,14.4,172.8,0
1531,Television,65 inch,Samsung,65664,209.0,20.9,38.0,267.9,1
1532,Fans,52 inch,Atomberg,3178,26.25,2.62,3.15,32.02,0
1533,Mixer Grinder,500 W,Morphy Richards,3269,55.0,5.5,5.5,66.0,1
1534,Air Conditioner,2 Ton,Voltas,61004,300.0,30.0,32.0,362.0,0
1535,Television,32 inch,Xiaomi,29969,103.0,10.3,20.6,133.9,0
1536,Cooler,20 L,Voltas,5655,30.0,3.0,8.0,41.0,1
1537,Television,43 inch,LG,38048,117.6,11.76,24.5,153.86,0
1538,Mixer Grinder,500 W,Havells,2267,50.0,5.0,5.0,60.0,1
1539,Air Conditioner,1.5 Ton,Hitachi,44248,287.5,28.75,28.75,345.0,1
1540,Television,50 inch,LG,58636,147.0,14.7,29.4,191.1,0
1541,Television,50 inch,OnePlus,59404,153.0,15.3,30.6,198.9,0
1542,Refrigerator,340 L,Samsung,30351,209.0,20.9,28.5,258.4,0
1543,Water Purifier,RO+UV+UF,Kent,17666,80.0,8.0,4.0,92.0,0
1544,Washing Machine,7 kg,Whirlpool,24211,115.2,11.52,11.52,138.24,0
1545,Geyser/Water Heater,10 L,AO Smith,3468,62.5,6.25,6.25,75.0,0
1546,Washing Machine,9 kg,Whirlpool,35525,172.8,17.28,17.28,207.36,0
1547,Refrigerator,300 L,Whirlpool,39870,192.0,19.2,24.0,235.2,1
1548,Refrigerator,300 L,Godrej,30519,198.0,19.8,24.75,242.55,0
1549,Mixer Grinder,1000 W,Preethi,5315,103.5,10.35,11.5,125.35,1
1550,Television,55 inch,Samsung,51858,171.0,17.1,33.25,221.35,1
1551,Water Purifier,RO+UV+UF,HUL,15093,80.0,8.0,4.0,92.0,0
1552,Air Conditioner,2 Ton,Voltas,40147,300.0,30.0,32.0,362.0,1
1553,Gas Stove/Cooktop,4 Burner,Prestige,5028,50.0,5.0,5.0,60.0,0
1554,Mixer Grinder,500 W,Bajaj,2018,50.5,5.05,5.05,60.6,0
1555,Washing Machine,8 kg,Godrej,26462,148.5,14.85,14.85,178.2,1
1556,Geyser/Water Heater,10 L,Racold,5734,51.5,5.15,5.15,61.8,1
1557,Air Conditioner,2 Ton,Voltas,68726,300.0,30.0,32.0,362.0,0
1558,Television,32 inch,Sony,28675,120.0,12.0,24.0,156.0,0
1559,Refrigerator,300 L,Panasonic,30898,200.0,20.0,25.0,245.0,0
1560,Television,50 inch,Vu,50304,165.0,16.5,33.0,214.5,1
1561,Water Purifier,RO+UV,Livpure,13132,63.0,6.3,4.2,73.5,0
1562,Air Conditioner,1.5 Ton,Blue Star,32037,252.5,25.25,25.25,303.0,1
1563,Air Conditioner,1 Ton,Blue Star,34084,202.0,20.2,25.25,247.45,0
1564,Washing Machine,9 kg,Whirlpool,40301,172.8,17.28,17.28,207.36,1
1565,Washing Machine,8 kg,Samsung,28388,142.5,14.25,14.25,171.0,0
1566,Gas Stove/Cooktop,4 Burner,Bajaj,5295,50.5,5.05,5.05,60.6,0
1567,Cooler,50 L,Crompton,12802,50.0,5.0,10.0,65.0,0
1568,Television,65 inch,Samsung,66938,209.0,20.9,38.0,267.9,0
1569,Television,43 inch,LG,27093,117.6,11.76,24.5,153.86,0
1570,Cooler,50 L,Havells,12803,50.0,5.0,10.0,65.0,1
1571,Geyser/Water Heater,10 L,Havells,4683,50.0,5.0,5.0,60.0,0
1572,Gas Stove/Cooktop,2 Burner,Elica,3009,36.0,3.6,3.6,43.2,1
1573,Air Conditioner,2 Ton,Hitachi,64512,345.0,34.5,36.8,416.3,1
1574,Television,50 inch,LG,40610,147.0,14.7,29.4,191.1,1
1575,Water Purifier,RO+UV,Aquaguard,9887,61.2,6.12,4.08,71.4,1
1576,Mixer Grinder,750 W,Bajaj,5370,70.7,7.07,7.07,84.84,1
1577,Air Conditioner,1 Ton,Daikin,34761,190.0,19.0,23.75,232.75,0
1578,Refrigerator,340 L,Whirlpool,43291,211.2,21.12,28.8,261.12,0
1579,Washing Machine,6 kg,Whirlpool,16501,96.0,9.6,9.6,115.2,0
1580,Cooler,30 L,Kenstar,11062,39.6,3.96,9.9,53.46,0
1581,Television,32 inch,Samsung,15205,95.0,9.5,19.0,123.5,1
1582,Refrigerator,300 L,Godrej,26687,198.0,19.8,24.75,242.55,1
1583,Television,55 inch,LG,69700,176.4,17.64,34.3,228.34,1
1584,Geyser/Water Heater,15 L,Crompton,4238,60.0,6.0,6.0,72.0,0
1585,Refrigerator,340 L,Haier,39908,220.0,22.0,30.0,272.0,0
1586,Television,55 inch,Sony,60751,216.0,21.6,42.0,279.6,0
1587,Refrigerator,300 L,Panasonic,39691,200.0,20.0,25.0,245.0,0
1588,Television,32 inch,Sony,18167,120.0,12.0,24.0,156.0,0
1589,Television,32 inch,Xiaomi,29165,103.0,10.3,20.6,133.9,0
1590,Cooler,30 L,Crompton,9812,40.0,4.0,10.0,54.0,1
1591,Air Conditioner,2 Ton,Voltas,69711,300.0,30.0,32.0,362.0,0
1592,Mixer Grinder,1000 W,Bajaj,7480,90.9,9.09,10.1,110.09,0
1593,Cooler,30 L,Crompton,8990,40.0,4.0,10.0,54.0,0
1594,Washing Machine,6 kg,Bosch,20604,96.0,9.6,9.6,115.2,1
1595,Television,50 inch,Xiaomi,46596,154.5,15.45,30.9,200.85,0
1596,Gas Stove/Cooktop,3 Burner,Butterfly,4398,38.0,3.8,3.8,45.6,0
1597,Washing Machine,6 kg,Godrej,23183,99.0,9.9,9.9,118.8,0
1598,Refrigerator,190 L,Panasonic,19638,150.0,15.0,15.0,180.0,1
1599,Fans,52 inch,Havells,2975,25.0,2.5,3.0,30.5,1
1600,Fans,52 inch,Havells,3560,25.0,2.5,3.0,30.5,1
1601,Refrigerator,500 L,Godrej,49052,247.5,24.75,39.6,311.85,1
1602,Television,50 inch,Samsung,52302,142.5,14.25,28.5,185.25,1
